0.436987,-0.032961
0.274472,-0.223911
0.049003,-0.428261
0.250681,-0.377797
-0.017692,0.440597
-0.099093,0.299737
0.141136,0.276415
0.040557,-0.356481
0.296113,-0.087569
0.073200,0.324420
-0.334994,-0.301034
0.283661,0.228540
0.222289,0.276571
-0.221938,-0.307810
0.329396,-0.242227
0.304379,-0.038487
-0.210825,-0.412760
0.029805,-0.312557
-0.016043,0.393629
-0.195651,0.043229
0.307123,0.394386
0.452024,-0.162943
-0.331558,0.406941
0.461218,-0.023577
-0.006899,0.253225
-0.345123,-0.375443
-0.422370,0.133554
-0.310487,0.417324
0.031463,-0.018553
0.349624,0.299056
0.333725,-0.410733
-0.297384,0.415734
-0.426375,0.034431
0.265615,0.111540
0.209904,0.132382
-0.181842,0.451419
0.109467,0.163854
-0.319938,-0.168622
0.437548,-0.118216
0.051818,-0.074519
-0.304092,0.376637
-0.146795,-0.088428
-0.108733,-0.427776
0.319146,-0.392099
-0.350810,0.071883
-0.454275,-0.252501
-0.137525,-0.240147
0.096184,-0.303143
0.260903,-0.173721
-0.021438,0.302696
-0.408623,-0.023567
0.094359,0.474797
-0.033736,-0.176041
-0.316587,-0.406206
-0.354216,0.074086
0.090706,-0.088287
0.198022,-0.222870
0.059994,0.181650
0.403805,0.161544
-0.450319,-0.013147
0.306405,-0.028316
-0.091429,-0.520971
0.226945,0.320077
-0.030087,-0.468083
-0.144008,0.502729
0.100873,-0.203387
0.405478,-0.423128
0.385419,0.409621
0.312916,-0.459561
0.385669,0.376349
-0.159351,0.027170
0.191993,0.433106
-0.430404,-0.237764
0.500030,0.061554
0.075783,-0.105911
0.393593,-0.026016
0.301229,0.281219
0.343413,0.275896
-0.300461,-0.442584
-0.384144,0.266728
0.225021,-0.392491
0.228320,0.450625
-0.100604,0.194890
-0.406557,0.106547
0.241497,-0.346329
-0.441805,0.176679
-0.365391,-0.287070
0.367951,0.073439
-0.001884,-0.229193
-0.334310,-0.077799
-0.482409,0.076332
0.088635,-0.477459
-0.222760,-0.532821
0.490330,0.240938
-0.523972,0.152069
-0.444268,0.293905
-0.527518,0.245225
0.391339,0.360781
0.216997,-0.461799
0.022826,0.173095
0.135547,0.039544
0.122576,-0.026506
-0.175793,-0.410172
-0.057407,0.017828
0.209835,-0.321186
-0.382418,-0.243811
-0.299034,0.190933
0.511118,0.302466
0.152450,-0.023056
0.477257,0.371069
-0.056967,-0.422670
0.492370,-0.267265
0.142014,-0.331686
-0.508685,0.315302
0.449068,0.029613
0.222181,-0.109204
-0.049339,-0.136582
-0.105838,0.414548
0.492139,0.228781
0.210832,-0.288815
-0.292265,-0.224383
-0.190690,-0.249890
0.452270,-0.161375
0.024389,0.309892
-0.485737,-0.504736
-0.093991,0.503807
0.286530,-0.414249
0.402845,-0.187665
-0.132004,0.561642
-0.360309,0.188084
0.549114,0.442457
0.458983,0.279724
-0.386672,-0.109267
-0.489589,-0.300434
-0.074193,0.535072
0.135101,0.419016
0.061246,0.566365
-0.450610,-0.270584
0.381511,-0.147383
0.502159,0.073274
0.386357,-0.378028
0.444303,-0.354485
0.064225,0.527131
0.351166,0.469352
-0.433578,-0.164878
-0.082624,0.460728
-0.107884,0.380891
-0.538425,-0.136241
-0.577362,-0.422181
-0.105360,-0.504364
0.332629,-0.120024
-0.300430,0.352319
-0.225881,0.147604
-0.228325,-0.304895
-0.645533,0.337886
-0.543323,0.471800
0.052769,0.138489
0.310984,0.478046
-0.262668,-0.012878
-0.448955,0.457022
0.639072,-0.289193
0.456708,0.160434
-0.510344,-0.461636
-0.248071,0.239433
0.341274,0.176610
-0.249637,-0.538649
-0.480700,0.357471
0.512203,-0.155729
0.045987,-0.287230
-0.006183,0.241380
0.037005,0.539584
-0.276560,-0.607618
-0.487858,-0.211752
0.488702,0.221142
-0.235789,0.471998
-0.643212,-0.243255
0.240197,-0.699553
0.058063,-0.110596
0.435093,0.094972
0.712067,-0.032156
-0.476579,-0.056389
-0.676853,0.084769
0.375451,-0.645382
0.049171,-0.602893
-0.587086,-0.398873
0.689594,-0.431797
-0.488940,0.419660
0.071503,-0.637801
-0.212146,-0.049717
-0.636807,0.246799
-0.420961,-0.751974
0.276389,-0.048934
-0.556665,0.696644
-0.715950,0.032763
-0.257511,-0.104669
0.061486,-0.408008
-0.180178,0.400976
0.713149,0.439170
0.666118,0.411079
-0.398585,0.363003
